expiration,strike,premium,bid,ask,lastPrice,volume,openInterest,used_fallback,premium_to_strike
2026-08-27,713.0,8.59,0.0,0.0,8.59,185.0,332.0,True,0.012047685834502104
2026-08-27,714.0,7.54,0.0,0.0,7.54,85.0,217.0,True,0.010560224089635854
2026-08-27,715.0,10.14,0.0,0.0,10.14,146.0,811.0,True,0.014181818181818183
2026-08-27,716.0,10.64,0.0,0.0,10.64,59.0,241.0,True,0.014860335195530728
2026-08-27,717.0,11.7,0.0,0.0,11.7,41.0,324.0,True,0.016317991631799162
2026-08-27,718.0,12.32,0.0,0.0,12.32,192.0,614.0,True,0.017158774373259054
2026-08-27,719.0,13.12,0.0,0.0,13.12,9.0,122.0,True,0.018247566063977746
2026-08-27,720.0,14.14,0.0,0.0,14.14,65.0,320.0,True,0.01963888888888889
2026-08-27,721.0,13.14,0.0,0.0,13.14,42.0,112.0,True,0.0182246879334258
2026-08-27,722.0,15.72,0.0,0.0,15.72,257.0,332.0,True,0.02177285318559557
2026-08-27,723.0,15.1,0.0,0.0,15.1,7.0,66.0,True,0.020885200553250344
2026-08-27,724.0,17.56,0.0,0.0,17.56,25.0,135.0,True,0.02425414364640884
2026-08-27,725.0,18.45,0.0,0.0,18.45,82.0,135.0,True,0.025448275862068964
2026-08-27,726.0,13.12,0.0,0.0,13.12,2.0,31.0,True,0.018071625344352617
2026-08-27,727.0,13.28,0.0,0.0,13.28,1.0,33.0,True,0.018266850068775792
2026-08-27,728.0,20.26,0.0,0.0,20.26,5.0,11.0,True,0.027829670329670333
2026-08-27,729.0,22.5,0.0,0.0,22.5,25.0,0.0,True,0.030864197530864196
2026-08-27,730.0,23.39,0.0,0.0,23.39,8.0,17.0,True,0.03204109589041096
2026-08-27,731.0,23.08,0.0,0.0,23.08,13.0,1.0,True,0.03157318741450068
2026-08-27,732.0,26.59,0.0,0.0,26.59,2.0,0.0,True,0.03632513661202186
2026-08-27,733.0,26.47,0.0,0.0,26.47,84.0,0.0,True,0.0361118690313779
2026-08-27,734.0,23.3,0.0,0.0,23.3,3.0,0.0,True,0.03174386920980927
2026-08-27,735.0,20.0,0.0,0.0,20.0,8.0,0.0,True,0.027210884353741496
2026-08-27,736.0,24.78,0.0,0.0,24.78,1.0,0.0,True,0.033668478260869564
2026-08-27,737.0,19.31,0.0,0.0,19.31,0.0,0.0,True,0.02620081411126187
2026-08-27,738.0,34.36,0.0,0.0,34.36,2.0,0.0,True,0.04655826558265583
2026-08-27,740.0,28.68,0.0,0.0,28.68,5.0,0.0,True,0.03875675675675676
2026-08-27,741.0,13.94,0.0,0.0,13.94,0.0,0.0,True,0.018812415654520916
2026-08-27,742.0,24.65,0.0,0.0,24.65,77.0,0.0,True,0.033221024258760105
2026-08-27,745.0,26.21,0.0,0.0,26.21,0.0,0.0,True,0.03518120805369128
2026-08-27,749.0,35.21,0.0,0.0,35.21,1.0,1.0,True,0.047009345794392525
2026-08-27,750.0,18.74,0.0,0.0,18.74,0.0,0.0,True,0.024986666666666664
2026-08-27,755.0,35.4,0.0,0.0,35.4,2.0,0.0,True,0.046887417218543045
